Bepaling,Materiaal,REFERENCE_UNIT,LIS,LIS_adjusted,loinc,LONG_COMMON_NAME,lab_naam
Ht(v.Bgs),Bloed Onbekend,L/L,K_HCT_HB,K_HCT_HB,20570-8,Hematocrit [Volume Fraction] of Blood,GLIMS
Ht(v.Bgs),Bloed Onbekend,L/L,P_HCT_HB,P_HCT_HB,20570-8,Hematocrit [Volume Fraction] of Blood,GLIMS
Hb(v.Bgs),Bloed Navel veneus,mmol/L,K_HB_HB,K_HB_HB,40719-7,Hemoglobin [Mass/volume] in Cord blood,GLIMS
Hb(v.Bgs),Bloed Navel veneus,mmol/L,P_HB_HB,P_HB_HB,40719-7,Hemoglobin [Mass/volume] in Cord blood,GLIMS
Hb(v.Bgs),Bloed Arterieel,mmol/L,K_HB_HB,K_HB_HB,75928-2,Hemoglobin [Moles/volume] in Arterial blood,GLIMS
Hb(v.Bgs),Bloed Arterieel,mmol/L,P_HB_HB,P_HB_HB,75928-2,Hemoglobin [Moles/volume] in Arterial blood,GLIMS
Hemoglob. nc,Bloed Arterieel,mmol/L,CIHB;BL,CIHB-BL,75928-2,Hemoglobin [Moles/volume] in Arterial blood,LABTRAIN
Hemoglob. nc (DEHB),Bloed Arterieel,mmol/L,DEHB;BL,DEHB-BL,75928-2,Hemoglobin [Moles/volume] in Arterial blood,LABTRAIN
Hemoglobine (HHB),Bloed Arterieel,mmol/L,HHB;BL,HHB-BL,75928-2,Hemoglobin [Moles/volume] in Arterial blood,LABTRAIN
HB(V.BGS) ART. VUMC,Bloed,mmol/L,K_HB_ART,K_HB_ART,75928-2,Hemoglobin [Moles/volume] in Arterial blood,VUMC LAB GLIMS
HB(V.BGS) ART. VUMC,Bloedgas,mmol/L,K_HB_ART,K_HB_ART,75928-2,Hemoglobin [Moles/volume] in Arterial blood,VUMC LAB GLIMS
Hb(v.Bgs),Bloed {<ART},mmol/L,K_HB_HB,K_HB_HB,75928-2,Hemoglobin [Moles/volume] in Arterial blood,GLIMS
HB(V.BGS) ART. VUMC,Bloed,mmol/L,P_HB_ART,P_HB_ART,75928-2,Hemoglobin [Moles/volume] in Arterial blood,VUMC LAB GLIMS
HB(V.BGS) ART. VUMC,,mmol/L,P_HB_ART,P_HB_ART,75928-2,Hemoglobin [Moles/volume] in Arterial blood,VUMC LAB GLIMS
Hb(v.Bgs),Bloed {<ART},mmol/L,P_HB_HB,P_HB_HB,75928-2,Hemoglobin [Moles/volume] in Arterial blood,GLIMS
Hb,Bloed,mmol/L,K_HB_EB,K_HB_EB,59260-0,Hemoglobin [Moles/volume] in Blood,GLIMS
Hb in plasma,Bloed,mmol/L,HBPL;BL,HBPL-BL,59260-0,Hemoglobin [Moles/volume] in Blood,LABTRAIN
Hb poct,Bloed,mmol/L,P_HB_GB,P_HB_GB,59260-0,Hemoglobin [Moles/volume] in Blood,GLIMS
Hb(v.Bgs),Bloed,mmol/L,K_HB_HB,K_HB_HB,59260-0,Hemoglobin [Moles/volume] in Blood,GLIMS
Hb(v.Bgs),Bloed Onbekend,mmol/L,K_HB_HB,K_HB_HB,59260-0,Hemoglobin [Moles/volume] in Blood,GLIMS
Hb(v.Bgs),Bloed,mmol/L,P_HB_HB,P_HB_HB,59260-0,Hemoglobin [Moles/volume] in Blood,GLIMS
Hb(v.Bgs),Bloed Onbekend,mmol/L,P_HB_HB,P_HB_HB,59260-0,Hemoglobin [Moles/volume] in Blood,GLIMS
HEMOGLOBINE,Bloed,mmol/L,HHB-BL,HHB-BL,59260-0,Hemoglobin [Moles/volume] in Blood,
HEMOGLOBINE,,mmol/L,HHB-BL,HHB-BL,59260-0,Hemoglobin [Moles/volume] in Blood,
Hemoglob. nc,Bloed,mmol/L,CIHB;BL,CIHB-BL,59260-0,Hemoglobin [Moles/volume] in Blood,LABTRAIN
Hemoglob. nc (DEHB),Bloed,mmol/L,DEHB;BL,DEHB-BL,59260-0,Hemoglobin [Moles/volume] in Blood,LABTRAIN
Hemoglobine (HHB),Bloed,mmol/L,HHB;BL,HHB-BL,59260-0,Hemoglobin [Moles/volume] in Blood,LABTRAIN
Hemoglobine (HHB),Bloed Nevirapine:,mmol/L,HHB;BL,HHB-BL,59260-0,Hemoglobin [Moles/volume] in Blood,LABTRAIN
HB,Bloed,mmol/L,K_HB_EB,K_HB_EB,59260-0,Hemoglobin [Moles/volume] in Blood,VUMC LAB GLIMS
HB,,mmol/L,K_HB_EB,K_HB_EB,59260-0,Hemoglobin [Moles/volume] in Blood,VUMC LAB GLIMS
HB(V.BGS),Bloed,mmol/L,K_HB_HB,K_HB_HB,59260-0,Hemoglobin [Moles/volume] in Blood,VUMC LAB GLIMS
HB(V.BGS),,mmol/L,K_HB_HB,K_HB_HB,59260-0,Hemoglobin [Moles/volume] in Blood,VUMC LAB GLIMS
HB(V.BGS) POCT,Bloed,mmol/L,P_HB_HB,P_HB_HB,59260-0,Hemoglobin [Moles/volume] in Blood,VUMC LAB GLIMS
HB(V.BGS) POCT,,mmol/L,P_HB_HB,P_HB_HB,59260-0,Hemoglobin [Moles/volume] in Blood,VUMC LAB GLIMS
Hb(v.Bgs),Bloed Veneus,mmol/L,K_HB_HB,K_HB_HB,93846-4,Hemoglobin [Moles/volume] in Venous blood,GLIMS
Hb(v.Bgs),Bloed Veneus,mmol/L,P_HB_HB,P_HB_HB,93846-4,Hemoglobin [Moles/volume] in Venous blood,GLIMS
Hemoglob. nc,Bloed Veneus,mmol/L,CIHB;BL,CIHB-BL,93846-4,Hemoglobin [Moles/volume] in Venous blood,LABTRAIN
Hemoglob. nc (DEHB),Bloed Veneus,mmol/L,DEHB;BL,DEHB-BL,93846-4,Hemoglobin [Moles/volume] in Venous blood,LABTRAIN
Hemoglobine (HHB),Bloed Veneus,mmol/L,HHB;BL,HHB-BL,93846-4,Hemoglobin [Moles/volume] in Venous blood,LABTRAIN
HB(V.BGS) VEN. VUMC,Bloed,mmol/L,K_HB_VEN,K_HB_VEN,93846-4,Hemoglobin [Moles/volume] in Venous blood,VUMC LAB GLIMS
HB(V.BGS) VEN. VUMC,Bloed,mmol/L,P_HB_VEN,P_HB_VEN,93846-4,Hemoglobin [Moles/volume] in Venous blood,VUMC LAB GLIMS
HB(V.BGS) VEN. VUMC,,mmol/L,P_HB_VEN,P_HB_VEN,93846-4,Hemoglobin [Moles/volume] in Venous blood,VUMC LAB GLIMS
Hemoglobine,Liquor,geen,NHEM;L,NHEM-L,48035-0,Hemoglobin [Presence] in Cerebral spinal fluid,LABTRAIN
HEMOGLOBINE (HEMN),Liquor,,NHEM-L,NHEM-L,48035-0,Hemoglobin [Presence] in Cerebral spinal fluid,
Hemogl.-stik,Urine,geen,KHES;U,KHES-U,57751-0,Hemoglobin [Presence] in Urine by Automated test strip,LABTRAIN
Hemogl.-stik,Urine Vragen om afname informatie,geen,KHES;U,KHES-U,57751-0,Hemoglobin [Presence] in Urine by Automated test strip,LABTRAIN
HEMOGL.-STIK,Urine,,KHES-U,KHES-U,57751-0,Hemoglobin [Presence] in Urine by Automated test strip,
HbA1c,Bloed,%,K_HBA1cp_EB,K_HBA1cp_EB,4548-4,Hemoglobin A1c/Hemoglobin.total in Blood,GLIMS
HBA1C,,%,K_HBA1cp_EB,K_HBA1cp_EB,4548-4,Hemoglobin A1c/Hemoglobin.total in Blood,VUMC LAB GLIMS
HBA1C,Bloed,%,K_HBA1cp_EB,K_HBA1cp_EB,4548-4,Hemoglobin A1c/Hemoglobin.total in Blood,VUMC LAB GLIMS
HB-A1-C IFCC,Bloed,mmol/mol,H1CI-BL,H1CI-BL,59261-8,Hemoglobin A1c/Hemoglobin.total in Blood by IFCC protocol,AMC LAB LABTRAIN
Hb-A1-c IFCC,Bloed,mmol/mol,H1CI;BL,H1CI-BL,59261-8,Hemoglobin A1c/Hemoglobin.total in Blood by IFCC protocol,LABTRAIN
HbA1c IFCC,Bloed,mmol/mol,K_HbA1c_EB,K_HbA1c_EB,59261-8,Hemoglobin A1c/Hemoglobin.total in Blood by IFCC protocol,GLIMS
HbA1c thuisproject (THbA1c),Bloed,mmol/mol,THBA;BL,THBA-BL,59261-8,Hemoglobin A1c/Hemoglobin.total in Blood by IFCC protocol,LABTRAIN
HBA1C,Bloed,mmol/mol,K_HbA1c_EB,K_HbA1c_EB,59261-8,Hemoglobin A1c/Hemoglobin.total in Blood by IFCC protocol,VUMC LAB GLIMS
HBA1C,,mmol/mol,K_HbA1c_EB,K_HbA1c_EB,59261-8,Hemoglobin A1c/Hemoglobin.total in Blood by IFCC protocol,VUMC LAB GLIMS
HBA1C THUISPROJECT,Bloed,mmol/mol,THBA-BL,THBA-BL,59261-8,Hemoglobin A1c/Hemoglobin.total in Blood by IFCC protocol,AMC LAB LABTRAIN
PROTHROMBINETIJD,,I.N.R.,H_PTspec_BL,H_PTspec_BL,6301-6,INR in Platelet poor plasma by Coagulation assay,VUMC LAB GLIMS
PROTHROMBINETIJD,Bloed,I.N.R.,H_PTspec_BL,H_PTspec_BL,6301-6,INR in Platelet poor plasma by Coagulation assay,VUMC LAB GLIMS
Prothrombinetijd INR,Bloed,I.N.R.,H_PTspec_BL,H_PTspec_BL,6301-6,INR in Platelet poor plasma by Coagulation assay,GLIMS
INR dec.,Bloed,geen,INRD;BL,INRD-BL,6301-6,INR in Platelet poor plasma by Coagulation assay,LABTRAIN
INR POCT,Bloed,,P_INR_GB,P_INR_GB,6301-6,INR in Platelet poor plasma by Coagulation assay,GLIMS
INR,Bloed,geen,SINR;BL,SINR-BL,6301-6,INR in Platelet poor plasma by Coagulation assay,LABTRAIN
INR,Bloed,,SINR-BL,SINR-BL,6301-6,INR in Platelet poor plasma by Coagulation assay,AMC LAB LABTRAIN
Fe,Bloed,umol/L,K_FE_HP,K_FE_HP,14798-3,Iron [Moles/volume] in Serum or Plasma,GLIMS
FE,Bloed,umol/L,K_FE_HP,K_FE_HP,14798-3,Iron [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
FE,,umol/L,K_FE_HP,K_FE_HP,14798-3,Iron [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
YZER,Bloed,¶mol/L,RYZE-BL,RYZE-BL,14798-3,Iron [Moles/volume] in Serum or Plasma,
Fe,Urine,umol/L,K_FE_UR,K_FE_UR,33824-4,Iron [Moles/volume] in Urine,GLIMS
IJZER VERZ%,,%,K_FEVZ_HP,K_FEVZ_HP,14801-5,Iron saturation [Molar fraction] in Serum or Plasma,VUMC LAB GLIMS
IJZER VERZ%,Bloed,%,K_FEVZ_HP,K_FEVZ_HP,14801-5,Iron saturation [Molar fraction] in Serum or Plasma,VUMC LAB GLIMS
IJzer Verz%,Bloed,%,K_FEVZ_HP,K_FEVZ_HP,14801-5,Iron saturation [Molar fraction] in Serum or Plasma,GLIMS
YZERVERZ. (OTYV),Bloed,,RYZV-BL,RYZV-BL,14801-5,Iron saturation [Molar fraction] in Serum or Plasma,
Yzerverz.%,Bloed,,RYZV%;BL,RYZV%-BL,14801-5,Iron saturation [Molar fraction] in Serum or Plasma,LABTRAIN
IJZER VERZ% AMC,Bloed,%,YZERVERZ%-BL,YZERVERZ%-BL,14801-5,Iron saturation [Molar fraction] in Serum or Plasma,AMC LAB LABTRAIN
IJZER VERZ% AMC,Bloed,,YZERVERZ%-BL,YZERVERZ%-BL,14801-5,Iron saturation [Molar fraction] in Serum or Plasma,AMC LAB LABTRAIN
Lactaat DC.,Bloed Arterieel,mmol/L,CLAC;BL,CLAC-BL,2518-9,Lactate [Moles/volume] in Arterial blood,LABTRAIN
Lactaat DC. (DLAC),Bloed Arterieel,mmol/L,DLAC;BL,DLAC-BL,2518-9,Lactate [Moles/volume] in Arterial blood,LABTRAIN
Lactaat,Bloed Arterieel,mmol/L,K_LACT_HB,K_LACT_HB,2518-9,Lactate [Moles/volume] in Arterial blood,GLIMS
Lactaat,Bloed Arterieel,mmol/L,P_LACT_HB,P_LACT_HB,2518-9,Lactate [Moles/volume] in Arterial blood,GLIMS
Lactaat,Bloed arteriel,mmol/L,P_LACT_HB,P_LACT_HB,2518-9,Lactate [Moles/volume] in Arterial blood,GLIMS
Lactaat (RLAK),Bloed Arterieel,mmol/L,RLAK;BL,RLAK-BL,2518-9,Lactate [Moles/volume] in Arterial blood,LABTRAIN
Lactaat,Bloed {<VVE},mmol/L,K_LACT_HB,K_LACT_HB,32693-4,Lactate [Moles/volume] in Blood,GLIMS
Lactaat,Bloed Onbekend,mmol/L,K_LACT_HB,K_LACT_HB,32693-4,Lactate [Moles/volume] in Blood,GLIMS
Lactaat (LCT),Bloed,mmol/L,LCT;BL,LCT-BL,32693-4,Lactate [Moles/volume] in Blood,LABTRAIN
Lactaat,Bloed {<VVE},mmol/L,P_LACT_HB,P_LACT_HB,32693-4,Lactate [Moles/volume] in Blood,GLIMS
Lactaat,Bloed Onbekend,mmol/L,P_LACT_HB,P_LACT_HB,32693-4,Lactate [Moles/volume] in Blood,GLIMS
Lactaat DC.,Bloed Capillair,mmol/L,CLAC;BL,CLAC-BL,19239-3,Lactate [Moles/volume] in Capillary blood,LABTRAIN
Lactaat DC.,Bloed Capillair vinger,mmol/L,CLAC;BL,CLAC-BL,19239-3,Lactate [Moles/volume] in Capillary blood,LABTRAIN
Lactaat DC. (DLAC),Bloed Capillair,mmol/L,DLAC;BL,DLAC-BL,19239-3,Lactate [Moles/volume] in Capillary blood,LABTRAIN
Lactaat,Bloed Capillair,mmol/L,K_LACT_HB,K_LACT_HB,19239-3,Lactate [Moles/volume] in Capillary blood,GLIMS
Lactaat,Bloed Capillair,mmol/L,P_LACT_HB,P_LACT_HB,19239-3,Lactate [Moles/volume] in Capillary blood,GLIMS
Lactaat (RLAK),Bloed Capillair,mmol/L,RLAK;BL,RLAK-BL,19239-3,Lactate [Moles/volume] in Capillary blood,LABTRAIN
Lactaat (RLAK),Bloed Capillair vinger,mmol/L,RLAK;BL,RLAK-BL,19239-3,Lactate [Moles/volume] in Capillary blood,LABTRAIN
Lactaat,Bloed Navel arterieel,mmol/L,K_LACT_HB,K_LACT_HB,55932-8,Lactate [Moles/volume] in Cord blood,GLIMS
Lactaat,Bloed Navel veneus,mmol/L,K_LACT_HB,K_LACT_HB,55932-8,Lactate [Moles/volume] in Cord blood,GLIMS
Lactaat,Bloed Navel arterieel,mmol/L,P_LACT_HB,P_LACT_HB,55932-8,Lactate [Moles/volume] in Cord blood,GLIMS
Lactaat,Bloed Navel veneus,mmol/L,P_LACT_HB,P_LACT_HB,55932-8,Lactate [Moles/volume] in Cord blood,GLIMS
Lactaat DC.,Bloed Mixed Veneus,mmol/L,CLAC;BL,CLAC-BL,19240-1,Lactate [Moles/volume] in Mixed venous blood,LABTRAIN
Lactaat DC. (DLAC),Bloed Mixed Veneus,mmol/L,DLAC;BL,DLAC-BL,19240-1,Lactate [Moles/volume] in Mixed venous blood,LABTRAIN
Lactaat,Bloed Gemengd veneus,mmol/L,K_LACT_HB,K_LACT_HB,19240-1,Lactate [Moles/volume] in Mixed venous blood,GLIMS
Lactaat,Bloed Gemengd veneus,mmol/L,P_LACT_HB,P_LACT_HB,19240-1,Lactate [Moles/volume] in Mixed venous blood,GLIMS
Lactaat,Bloed gem veneus,mmol/L,P_LACT_HB,P_LACT_HB,19240-1,Lactate [Moles/volume] in Mixed venous blood,GLIMS
Lactaat,Bloed gem.ven,mmol/L,P_LACT_HB,P_LACT_HB,19240-1,Lactate [Moles/volume] in Mixed venous blood,GLIMS
Lactaat,Bloed gemend veneus,mmol/L,P_LACT_HB,P_LACT_HB,19240-1,Lactate [Moles/volume] in Mixed venous blood,GLIMS
Lactaat (RLAK),Bloed Mixed Veneus,mmol/L,RLAK;BL,RLAK-BL,19240-1,Lactate [Moles/volume] in Mixed venous blood,LABTRAIN
Lactaat DC.,Bloed,mmol/L,CLAC;BL,CLAC-BL,2524-7,Lactate [Moles/volume] in Serum or Plasma,LABTRAIN
Lactaat DC. (DLAC),Bloed,mmol/L,DLAC;BL,DLAC-BL,2524-7,Lactate [Moles/volume] in Serum or Plasma,LABTRAIN
Lactaat,Bloed,mmol/L,K_LACT_FP,K_LACT_FP,2524-7,Lactate [Moles/volume] in Serum or Plasma,GLIMS
Lactaat,Bloed,mmol/L,K_LACT_HB,K_LACT_HB,2524-7,Lactate [Moles/volume] in Serum or Plasma,GLIMS
Lactaat,Bloed,mmol/L,P_LACT_HB,P_LACT_HB,2524-7,Lactate [Moles/volume] in Serum or Plasma,GLIMS
Lactaat (RLAK),Bloed,mmol/L,RLAK;BL,RLAK-BL,2524-7,Lactate [Moles/volume] in Serum or Plasma,LABTRAIN
Lactaat DC.,Bloed Veneus,mmol/L,CLAC;BL,CLAC-BL,2519-7,Lactate [Moles/volume] in Venous blood,LABTRAIN
Lactaat DC. (DLAC),Bloed Veneus,mmol/L,DLAC;BL,DLAC-BL,2519-7,Lactate [Moles/volume] in Venous blood,LABTRAIN
Lactaat,Bloed Veneus,mmol/L,K_LACT_HB,K_LACT_HB,2519-7,Lactate [Moles/volume] in Venous blood,GLIMS
Lactaat (LCT),Bloed Veneus,mmol/L,LCT;BL,LCT-BL,2519-7,Lactate [Moles/volume] in Venous blood,LABTRAIN
Lactaat,Bloed Veneus,mmol/L,P_LACT_HB,P_LACT_HB,2519-7,Lactate [Moles/volume] in Venous blood,GLIMS
Lactaat (RLAK),Bloed Veneus,mmol/L,RLAK;BL,RLAK-BL,2519-7,Lactate [Moles/volume] in Venous blood,LABTRAIN
LDH (VOCHT) (AMC),Overig,U/L 37¶C,RLDH-O,RLDH-O,14803-1,Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid by Lactate to pyruvate reaction,AMC LAB LABTRAIN
LD (ASCITESVOCHT),Ascitesvocht,U/L,K_LD_AS,K_LD_AS,68387-0,Lactate dehydrogenase [Enzymatic activity/volume] in Peritoneal fluid by Lactate to pyruvate reaction,VUMC LAB GLIMS
LD (ASCITESVOCHT),Bloed,U/L,K_LD_AS,K_LD_AS,68387-0,Lactate dehydrogenase [Enzymatic activity/volume] in Peritoneal fluid by Lactate to pyruvate reaction,VUMC LAB GLIMS
LD (PLEURAVOCHT),Pleuravocht,U/L,K_LD_PP,K_LD_PP,60022-1,Lactate dehydrogenase [Enzymatic activity/volume] in Pleural fluid by Lactate to pyruvate reaction,VUMC LAB GLIMS
LD,Bloed,U/L,K_LD_HP,K_LD_HP,14804-9,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,VUMC LAB GLIMS
LD,,U/L,K_LD_HP,K_LD_HP,14804-9,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,VUMC LAB GLIMS
LDH Corr.,Bloed,U/L,K_LDCORR_HP,K_LDCORR_HP,14804-9,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,GLIMS
LDH CORR. VUMC,Bloed,U/L,K_LDCORR_HP,K_LDCORR_HP,14804-9,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,VUMC LAB GLIMS
LDH CORR. VUMC,,U/L,K_LDCORR_HP,K_LDCORR_HP,14804-9,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,VUMC LAB GLIMS
LDH (RLDH),Bloed,U/L 37C,RLDH;BL,RLDH-BL,14804-9,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,LABTRAIN
LDH,Bloed,U/L 37¶C,RLDH-BL,RLDH-BL,14804-9,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,AMC LAB LABTRAIN
LEUCO SED (URINE),,/veld,K_LEU_UR,K_LEU_UR,5821-4,Leukocytes [#/area] in Urine sediment by Microscopy high power field,VUMC LAB GLIMS
LEUCO SED (URINE),Urine,/veld,K_LEU_UR,K_LEU_UR,5821-4,Leukocytes [#/area] in Urine sediment by Microscopy high power field,VUMC LAB GLIMS
LEUKOCYTEN (SED) (URINE) VUMC,,aantal/uL,K_WBC_UR,K_WBC_UR,63555-7,Leukocytes [#/volume] by Microscopy high power field in Urine sediment collected for unspecified duration,VUMC LAB GLIMS
LEUKOCYTEN (SED) (URINE) VUMC,Urine,aantal/uL,K_WBC_UR,K_WBC_UR,63555-7,Leukocytes [#/volume] by Microscopy high power field in Urine sediment collected for unspecified duration,VUMC LAB GLIMS
LEUKOCYTEN (AMC),,10E9/L,HLEU-BL,HLEU-BL,6690-2,Leukocytes [#/volume] in Blood by Automated count,AMC LAB LABTRAIN
LEUKOCYTEN (AMC),Bloed,10E9/L,HLEU-BL,HLEU-BL,6690-2,Leukocytes [#/volume] in Blood by Automated count,AMC LAB LABTRAIN
Leukocyten (HLEU),Bloed,10E9/L,HLEU;BL,HLEU-BL,6690-2,Leukocytes [#/volume] in Blood by Automated count,LABTRAIN
Leuco's,Bloed,x10e9/L,K_LEU_EB,K_LEU_EB,6690-2,Leukocytes [#/volume] in Blood by Automated count,GLIMS
LEUCO'S,Bloed,x10e9/L,K_LEU_EB,K_LEU_EB,6690-2,Leukocytes [#/volume] in Blood by Automated count,VUMC LAB GLIMS
LEUCO'S,,x10e9/L,K_LEU_EB,K_LEU_EB,6690-2,Leukocytes [#/volume] in Blood by Automated count,VUMC LAB GLIMS
LEUCO'S,Bloed,,K_LEU_EB,K_LEU_EB,6690-2,Leukocytes [#/volume] in Blood by Automated count,VUMC LAB GLIMS
LEUCO'S,,,K_LEU_EB,K_LEU_EB,6690-2,Leukocytes [#/volume] in Blood by Automated count,VUMC LAB GLIMS
Leuco's,Overig,x10e9/L,K_LEU_OV,K_LEU_OV,57845-0,Leukocytes [#/volume] in Body fluid by Automated count,GLIMS
Leukocyten (RLEU),Overige,10E9/L,RLEU;O,RLEU-O,57845-0,Leukocytes [#/volume] in Body fluid by Automated count,LABTRAIN
LEUKOCYTEN (VOCHT) (AMC),Overig,10E9/L,RLEU-O,RLEU-O,57845-0,Leukocytes [#/volume] in Body fluid by Automated count,AMC LAB LABTRAIN
LEUKOCYTEN (VOCHT) (AMC),Vocht,10E9/L,RLEU-O,RLEU-O,57845-0,Leukocytes [#/volume] in Body fluid by Automated count,AMC LAB LABTRAIN
LEUKOCYTEN (BLEU),Liquor,10E9/L,BLEU-L,BLEU-L,805-2,Leukocytes [#/volume] in Cerebral spinal fluid by Automated count,AMC LAB LABTRAIN
Leuco's Liquor,Liquor,x10e9/L,K_LEU_LI,K_LEU_LI,805-2,Leukocytes [#/volume] in Cerebral spinal fluid by Automated count,GLIMS
LEUCO∆S (LIQUOR) ( X10E9/L) VUMC,Liquor,x10e9/L,K_LEU_LI,K_LEU_LI,805-2,Leukocytes [#/volume] in Cerebral spinal fluid by Automated count,VUMC LAB GLIMS
LEUCO∆S (LIQUOR) ( X10E9/L) VUMC,,x10e9/L,K_LEU_LI,K_LEU_LI,805-2,Leukocytes [#/volume] in Cerebral spinal fluid by Automated count,VUMC LAB GLIMS
Leuco's Liquor,Liquor,x10e6/L,K_LEUB_LI,K_LEUB_LI,805-2,Leukocytes [#/volume] in Cerebral spinal fluid by Automated count,GLIMS
LEUCO∆S (LIQUOR) ( X10E6/L) VUMC,Liquor,x10e6/L,K_LEUB_LI,K_LEUB_LI,805-2,Leukocytes [#/volume] in Cerebral spinal fluid by Automated count,VUMC LAB GLIMS
LEUCO∆S (LIQUOR) ( X10E6/L) VUMC,,x10e6/L,K_LEUB_LI,K_LEUB_LI,805-2,Leukocytes [#/volume] in Cerebral spinal fluid by Automated count,VUMC LAB GLIMS
LEUCOCYTEN (LIQUOR) AMC,Liquor,10E6/L,LEUCL-L,LEUCL-L,805-2,Leukocytes [#/volume] in Cerebral spinal fluid by Automated count,AMC LAB LABTRAIN
Leukocyten (liquor),Liquor,10E6/L,LEUCL;L,LEUCL-L,805-2,Leukocytes [#/volume] in Cerebral spinal fluid by Automated count,LABTRAIN
Leukocyten (liquor),Liquor Vragen om afname informatie,10E6/L,LEUCL;L,LEUCL-L,805-2,Leukocytes [#/volume] in Cerebral spinal fluid by Automated count,LABTRAIN
LEUKOCYTEN (LLEU),Liquor,cellen/3¶L,LLEU-L,LLEU-L,805-2,Leukocytes [#/volume] in Cerebral spinal fluid by Automated count,AMC LAB LABTRAIN
Leukocyten (LLEU),Liquor,cellen/3 uL,LLEU;L,LLEU-L,805-2,Leukocytes [#/volume] in Cerebral spinal fluid by Automated count,LABTRAIN
Leukocyten (RLEU),Dialysaat,10E9/L,RLEU;B,RLEU-B,53518-7,Leukocytes [#/volume] in Dialysis fluid,LABTRAIN
LEUCO'S (DIALYSAAT),Dialysaat,x10e9/L,K_LEU_DI,K_LEU_DI,68368-0,Leukocytes [#/volume] in Dialysis fluid by Automated count,VUMC LAB GLIMS
Leuco's dialysaat,Dialysaat,x10e9/L,K_LEU_DI,K_LEU_DI,68368-0,Leukocytes [#/volume] in Dialysis fluid by Automated count,GLIMS
LEUKOCYTEN (DIALYSAAT) (AMC),Dialysaat,10E9/L,RLEU-B,RLEU-B,68368-0,Leukocytes [#/volume] in Dialysis fluid by Automated count,AMC LAB LABTRAIN
LEUCO'S (ASCITESVOCHT),Ascitesvocht,x10e9/L,K_LEU_AS,K_LEU_AS,809-4,Leukocytes [#/volume] in Peritoneal fluid by Automated count,VUMC LAB GLIMS
LEUCO'S (ASCITESVOCHT),,,K_LEU_AS,K_LEU_AS,809-4,Leukocytes [#/volume] in Peritoneal fluid by Automated count,VUMC LAB GLIMS
LEUCO'S (ASCITESVOCHT),,x10e9/L,K_LEU_AS,K_LEU_AS,809-4,Leukocytes [#/volume] in Peritoneal fluid by Automated count,VUMC LAB GLIMS
Leuco's ascitesvocht,Ascitesvocht,x10e9/L,K_LEU_AS,K_LEU_AS,809-4,Leukocytes [#/volume] in Peritoneal fluid by Automated count,GLIMS
Leuco's pleuravocht,Pleurapunctaat,x10e9/L,K_LEU_PP,K_LEU_PP,26467-1,Leukocytes [#/volume] in Pleural fluid,GLIMS
LEUCO'S (PLEURAVOCHT),Pleuravocht,x10e9/L,K_LEU_PP,K_LEU_PP,807-8,Leukocytes [#/volume] in Pleural fluid by Automated count,VUMC LAB GLIMS
LEUCO'S (PLEURAVOCHT),Pleurapunctaat,x10e9/L,K_LEU_PP,K_LEU_PP,807-8,Leukocytes [#/volume] in Pleural fluid by Automated count,VUMC LAB GLIMS
LEUCO'S (PLEURAVOCHT),,x10e9/L,K_LEU_PP,K_LEU_PP,807-8,Leukocytes [#/volume] in Pleural fluid by Automated count,VUMC LAB GLIMS
Leukocyten,Urine,aantal/uL,K_WBC_UR,K_WBC_UR,51487-7,Leukocytes [#/volume] in Urine by Automated count,GLIMS
Leukocyten FlowC,Urine,aantal/uL,K_WBCF_UR,K_WBCF_UR,51487-7,Leukocytes [#/volume] in Urine by Automated count,GLIMS
Leukocyten (U),Urine,/µL,SLEU;U,SLEU-U,51487-7,Leukocytes [#/volume] in Urine by Automated count,LABTRAIN
LEUKOCYTEN URINE,Urine,/¶L,SLEU-U,SLEU-U,51487-7,Leukocytes [#/volume] in Urine by Automated count,AMC LAB LABTRAIN
Leukocyten (U),Urine Vragen om afname informatie,/µL,SLEU;U,SLEU-U,51487-7,Leukocytes [#/volume] in Urine by Automated count,LABTRAIN
leucocyten,Gal,,M_gp_leuco,M_gp_leuco,34469-7,Leukocytes [Presence] in Bile fluid by Light microscopy,GLIMS
LEUCOCYTEN GP,Liquor,,M_gp_leuco,M_gp_leuco,88114-4,Leukocytes [Presence] in Cerebral spinal fluid by Gram stain,VUMC LAB GLIMS
leucocyten,Liquor,,M_gp_leuco,M_gp_leuco,88114-4,Leukocytes [Presence] in Cerebral spinal fluid by Gram stain,GLIMS
